fiscalDateEnding,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome_x,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome_y,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage,price,nasd_price,next_year_date,next_year_price,nasd_ny_price,symbol,Nasdaq_Performance,Stock_Performance,Label
2018-03-31,1100006000,575389000,13300000,363735000,148274000,13300000,,427115000,310000,-34995000,443000,35438000,573355000,-172000,,,107202000,-25802000,35438000,135347000,134264000,148274000,142507000,133004000,6626989000,492105000,30947000,30947000,82045000,365721000,6134884000,4559606000,1048933000,1306811000,7357000,1299454000,295000,40927000,2958000,24972000,14800000,4808219000,788564000,106281000,,419943000,164200000,1051654000,,3114530000,255743000,2858787000,3278730000,67409000,105221000,1818770000,3049000,656161000,53649000,53319000,169875000,36928000,,-55051000,-79099000,48590000,69972000,-25113000,-31196000,136634000,-73554000,-80656000,-47100000,,,,25444000,25444000,,372000,0,,372000,,15665000,,133004000.0,2018-05-03,1.63,1.5289,0.1011,6.6126,57.66999816894531,7088.149902,2019-05-03,74.48999786376953,8164.0,BKH,15.178151039052334,29.165944561936218,1
2017-09-30,293890000,335611000,13092000,200929000,79559000,13092000,,256052000,402000,-35156000,,35156000,,189000,,,41141000,13478000,35156000,28963000,28038000,79559000,75871000,27663000,6563748000,385018000,13449000,13510000,122866000,208110000,6166159000,4498682000,1000875000,1307219000,7765000,1299454000,657000,12947000,61000,25586000,11626000,4880944000,554270000,94790000,,230913000,225170000,1103632000,,3115607000,5743000,3109864000,3340777000,7042000,113996000,1682804000,2448000,516371000,53525000,53243000,56561000,63720000,,3196000,29079000,47109000,92370000,9124000,27264000,31598000,-92448000,37957000,117195000,,,,23790000,23790000,,597000,0,,597000,,1920000,,27663000.0,2017-11-02,0.5,0.5453,-0.0453,-8.3074,63.75,6714.939941,2018-11-02,60.310001373291016,7356.990234,BKH,9.561519516798311,-5.396076277190565,0
2017-06-30,299137000,341829000,13743000,215538000,69796000,13743000,,272033000,257000,-35098000,,35098000,,-76000,,,32847000,10652000,35098000,22811000,22984000,69796000,66743000,22195000,6509746000,359256000,11528000,11590000,95488000,230227000,1565374000,4458611000,964549000,1307426000,7972000,1299454000,1185000,12761000,62000,20768000,13594000,4833507000,438865000,99296000,,113718000,107975000,1120548000,,3166045000,5743000,3160302000,3274020000,17305000,112550000,1676239000,2325000,512498000,53514000,53229000,116029000,29458000,,-17234000,11875000,46825000,94459000,56850000,14708000,25311000,-94171000,-21496000,57025000,,,,23790000,23790000,,794000,0,,794000,,237000,,22195000.0,2017-08-03,0.41,0.4984,-0.0884,-17.7368,69.68000030517578,6340.339844,2018-08-03,60.02999877929688,7812.009766,BKH,23.211215143186248,-13.849026239401585,0
2017-03-31,501696000,547528000,17211000,341907000,150186000,17211000,,397342000,41000,-35096000,,35096000,,-119000,,,110911000,34388000,35096000,78092000,77676000,150186000,144319000,76523000,6499571000,401402000,11291000,11353000,80863000,224714000,1568663000,4408725000,928306000,1307636000,8182000,1299454000,1550000,12712000,62000,21558000,11291000,4825255000,391542000,104375000,,56693000,50950000,1108321000,,3216473000,5743000,3210730000,3267423000,22118000,112828000,1674316000,2443000,513885000,53502000,53152000,146840000,36362000,,-90399000,-22681000,46702000,69309000,41052000,-22461000,80146000,-69359000,-79573000,-45650000,,,,23754000,23754000,,2171000,0,,2171000,,-2227000,,76523000.0,2017-05-03,1.41,1.397,0.013,0.9306,66.62999725341797,6072.549805,2018-05-03,57.66999816894531,7088.149902,BKH,16.72444244366309,-13.44739524811106,0
2020-12-31,238000000,342100000,104100000,,62600000,9100000,,279500000,,-20500000,-19200000,1300000,342100000,-700000,,90400000,47400000,300000,1300000,41100000,41400000,62600000,139100000,47100000,6090500000,287300000,34700000,34700000,,182200000,5230200000,163100000,191800000,4305700000,692300000,3613400000,470500000,470500000,470000000,7700000,193300000,2884800000,291300000,8900000,143600000,73000000,86500000,2642500000,13500000,3408600000,73000000,2121900000,3408600000,145000000,94900000,3205700000,144600000,757400000,0,157014712,149500000,22800000,,37300000,-10100000,90400000,130500000,-12700000,,42000000,-30700000,-115300000,-90300000,0,0,,,,,,0,,0,,3500000,,47100000.0,2021-02-16,0.6,0.5537,0.0463,8.3619,82.12999725341797,14047.5,2022-02-16,60.43999862670898,14124.089844,BKI,0.5452204591564369,-26.4093502399409,0
2020-09-30,217500000,312600000,95100000,,59500000,9200000,,253100000,,-14700000,-13700000,1000000,312600000,-900000,,64000000,143700000,15900000,1000000,28000000,136600000,59500000,208700000,127800000,6154300000,305200000,31200000,31200000,,192800000,5279100000,168900000,,4351400000,733800000,3617600000,481600000,481600000,481000000,14400000,174400000,2994000000,267200000,,146800000,76500000,76500000,2726800000,,4606000000,76500000,2226700000,4606000000,69000000,92700000,3160300000,143900000,709700000,0,157030560,70600000,10300000,,-10500000,19300000,64000000,31900000,10100000,,114600000,-1950700000,1683100000,138000000,0,0,,,,,,0,,0,,114600000,,127800000.0,2020-11-09,0.52,0.4991,0.0209,4.1875,86.7699966430664,11713.780273,2021-11-09,77.61000061035156,15886.540039,BKI,35.62265697964402,-10.556639837610039,0
2020-06-30,222500000,293100000,70600000,,76500000,9500000,,216600000,,-13000000,-12300000,700000,293100000,18800000,,58600000,56300000,17200000,700000,65100000,38200000,76500000,115600000,39100000,4192200000,480700000,228200000,228200000,,173000000,3211600000,169500000,,2527300000,141500000,2385800000,259900000,259900000,,8100000,162800000,1739000000,262200000,,148800000,80000000,80000000,1476800000,,2360500000,80000000,1115800000,2360500000,47300000,88000000,2453200000,143100000,582300000,0,157046894,134800000,12200000,,15000000,13900000,58600000,29100000,-6300000,,39100000,-20700000,47600000,-416000000,0,0,,,,,,0,,0,,39100000,,39100000.0,2020-08-10,0.52,0.4664,0.0536,11.4923,79.08000183105469,10968.360352,2021-08-10,76.38999938964844,14788.089844,BKI,34.82498176040962,-3.4016216225603135,0
2020-03-31,219900000,290700000,70800000,,68200000,10700000,,222500000,,-14700000,-14000000,700000,290700000,-800000,,57700000,58300000,8200000,700000,44500000,29300000,68200000,116700000,50100000,4080800000,320900000,66500000,66500000,,181200000,3247700000,170500000,,2541800000,154900000,2386900000,302700000,302700000,,6800000,151400000,2161200000,241700000,,158600000,84100000,84100000,1919500000,,1635600000,84100000,1551500000,1635600000,52500000,80900000,1919600000,142100000,540000000,0,149941484,60500000,13900000,,-34700000,19500000,57700000,21700000,1400000,,50100000,-87100000,77700000,106000000,0,0,,,,,,0,,0,,51100000,,50100000.0,2020-05-05,0.47,0.4518,0.0182,4.0283,72.51000213623047,8809.120117,2021-05-05,71.29000091552734,13582.419922,BKI,54.185886236111116,-1.6825281819893068,0
2019-12-31,223800000,300100000,76300000,162700000,72100000,11000000,,228000000,,-15300000,-14500000,800000,236900000,-500000,,62200000,20200000,7300000,800000,49000000,19100000,72100000,83200000,12900000,3962800000,255500000,15400000,15400000,,175300000,3219900000,176900000,168600000,2511400000,150000000,2361400000,294900000,294900000,,8200000,158800000,2064300000,260800000,13000000,148900000,91400000,79100000,1831900000,,1544200000,79100000,1465100000,1544200000,55100000,55100000,1898500000,158700000,490600000,0,149697754,156900000,18000000,,58600000,-500000,62200000,428000000,-15300000,,12900000,-37100000,-114200000,-106300000,0,0,,,,,,0,,0,,5600000,,12900000.0,2020-02-13,0.54,0.4829,0.0571,11.8244,70.0,9711.969727,2021-02-12,87.4000015258789,14095.469727,BKI,45.135025367856564,24.857145036969875,0
2019-09-30,224700000,299100000,74400000,163900000,75200000,14400000,,223900000,,-16500000,-15800000,700000,299100000,-100000,,59600000,46700000,9400000,700000,49200000,31000000,75200000,107000000,37300000,4003500000,271700000,9800000,9800000,,186800000,3246400000,161800000,,2527000000,165600000,2361400000,338800000,338800000,,11200000,145300000,2135700000,201300000,,143700000,75400000,62900000,1743700000,,1633400000,62900000,1570500000,1633400000,47300000,63300000,1867800000,164900000,477100000,0,149571766,93300000,3400000,,-31300000,4200000,59600000,23100000,8600000,,37300000,-93500000,700000,12800000,0,0,,,,,,0,,0,,33900000,,37300000.0,2019-11-06,0.51,0.488,0.022,4.5082,57.650001525878906,8410.629883,2020-11-05,94.5500030517578,11890.929688,BKI,41.37977599079188,64.00693937417262,1
2019-06-30,224300000,294900000,70600000,159400000,77000000,12100000,,217900000,,-16700000,-16000000,700000,294900000,-500000,,57500000,47100000,14500000,700000,45300000,19600000,77000000,105300000,32600000,3985300000,271400000,9300000,9300000,,181000000,3223400000,164100000,,2488600000,158900000,2329700000,360400000,360400000,,8900000,139900000,2145500000,208700000,,148400000,71500000,60400000,1740000000,,1633000000,60400000,1572600000,1633000000,45200000,50500000,1839800000,160900000,451300000,0,149674814,64000000,3100000,,-23700000,25900000,57500000,22700000,2400000,,32600000,-22700000,-44000000,-23000000,11900000,11900000,,,,,,0,,0,,28800000,,32600000.0,2019-08-06,0.49,0.4823,0.0077,1.5965,58.84999847412109,7833.27002,2020-08-05,75.88999938964844,10998.400391,BKI,40.406246215421525,28.954972569830375,0
2019-03-31,212000000,283100000,71100000,160000000,65300000,13300000,,217800000,,-15000000,-14300000,700000,283100000,-300000,,56900000,36700000,10700000,700000,39300000,32400000,65300000,94300000,26000000,4016400000,262000000,12000000,12000000,,176800000,3235900000,172100000,,2503200000,173500000,2329700000,381700000,378700000,,8800000,140200000,2195100000,211800000,,,52600000,52600000,1875600000,,1668400000,52600000,1615800000,1668400000,51000000,38300000,1821300000,147100000,419400000,0,149937631,64100000,13600000,,-44300000,4800000,56900000,22700000,-3100000,,26000000,-397700000,325300000,344000000,0,0,,,,,,0,,0,,-8300000,,26000000.0,2019-05-01,0.44,0.4347,0.0053,1.2192,54.52999877929688,8049.640137,2020-04-30,70.56999969482422,8889.549805,BKI,10.434126913815355,29.415003254350268,1
2018-12-31,198200000,285400000,87200000,163200000,63400000,28400000,,222000000,,-12600000,-11800000,800000,285400000,-700000,,58000000,50100000,7300000,800000,42800000,29400000,63400000,108900000,42800000,3653400000,266100000,20300000,20300000,,178500000,3143000000,177100000,132500000,2517700000,188000000,2329700000,6700000,3800000,,8600000,121800000,1866900000,239000000,,159700000,52500000,52500000,1417900000,,1336700000,52500000,1284200000,1336700000,52900000,16000000,1786500000,180700000,381100000,0,149358973,130100000,11800000,,32900000,12800000,58000000,29400000,-5800000,,42800000,-64400000,-62300000,-54500000,0,0,,,,,,153700000,,0,,3400000,,42800000.0,2019-02-13,0.5,0.466,0.034,7.2961,51.77999877929688,7420.379883,2020-02-13,70.0,9711.969727,BKI,30.882379071319587,35.187334202850515,1
2018-09-30,210900000,281700000,70800000,157400000,67000000,13500000,,214700000,,-13200000,-12500000,700000,281700000,0,,54000000,53800000,10800000,700000,43000000,45800000,67000000,108500000,43000000,3643200000,260300000,16900000,16900000,,182200000,3157300000,176100000,,2500000000,190000000,2310000000,,18800000,,9300000,299800000,1903600000,191900000,,161200000,47000000,47000000,1711700000,,1398000000,47000000,1351000000,1398000000,48300000,12800000,1739600000,180000000,338300000,0,149399633,95400000,11700000,,-8900000,4900000,54000000,21700000,5600000,,43000000,-21700000,-68200000,-59500000,0,0,,,,,,41700000,,0,,43000000,,43000000.0,2018-10-30,0.48,0.454,0.026,5.7269,47.77999877929688,7161.649902,2019-10-30,63.5099983215332,8303.980469,BKI,15.950661965212598,32.92172445398249,1
2018-06-30,473100000,276600000,67000000,155400000,66400000,12200000,,210200000,,-13100000,-12400000,700000,276600000,-6200000,,53600000,47100000,7100000,6500000,40000000,42600000,66400000,101400000,40000000,3660800000,256300000,11400000,11400000,,177500000,3173100000,179100000,,2514300000,204300000,2310000000,,13700000,,8900000,296900000,1979600000,195100000,,163800000,41600000,41600000,1784500000,,1464400000,41600000,1422800000,1464400000,50100000,12200000,1681200000,180500000,295300000,0,149402243,111100000,12600000,,38800000,38600000,53600000,27300000,-11600000,,40000000,-33300000,-76300000,60000000,0,0,,,,,,553100000,,0,,40000000,,40000000.0,2018-07-30,0.46,0.4371,0.0229,5.2391,52.04999923706055,7630.0,2019-07-30,63.59999847412109,8273.610352,BKI,8.435260183486237,22.190200588584695,1
2018-03-31,467500000,270300000,60300000,149400000,68200000,7600000,,202100000,,-12800000,-11900000,900000,270300000,-200000,,51400000,55200000,12500000,900000,42700000,47100000,68200000,107500000,42700000,3634900000,252000000,9900000,9900000,,186700000,3125300000,182600000,,2524200000,217400000,2306800000,,,,7000000,265000000,2008300000,198100000,,166300000,55100000,55100000,1810200000,,1502600000,55100000,1447500000,1502600000,50600000,11700000,1626600000,197100000,255300000,0,149100000,98900000,11900000,,-23300000,-14500000,51400000,24700000,-32700000,,42700000,-24700000,-80500000,81500000,141500000,141500000,,,,,,187000000,,-141500000,,-6300000,,42700000.0,2018-05-07,0.43,0.3978,0.0322,8.0945,49.59999847412109,7265.209961,2019-05-07,54.380001068115234,7963.759766,BKI,9.614998172796785,9.637102300493261,1
2017-12-31,183800000,267500000,71000000,141300000,69300000,14100000,,198200000,,-12700000,-11700000,1000000,0,4500000,,52300000,61100000,-86100000,1000000,147200000,150100000,69300000,114400000,147200000,3676200000,280700000,14400000,14400000,,,3375200000,179900000,,648400000,648400000,2306800000,,,,60800000,89400000,1956200000,231600000,,,,55100000,1715500000,,1379000000,55100000,,1434100000,59600000,11200000,1708800000,-90100000,212600000,,151600000,111300000,11500000,,36200000,46900000,52300000,38300000,32600000,,147200000,-38300000,-203000000,,90100000,90100000,,150600000,150600000,,,80000000,,-90100000,,-130000000,,147200000.0,2018-02-07,0.37,0.3673,0.0027,0.7351,48.54999923706055,7051.97998,2019-02-07,50.290000915527344,7288.350098,BKI,3.3518262767388007,3.583937602080467,1
2017-09-30,190300000,263800000,59400000,140700000,67800000,4100000,,196000000,,-14100000,-12800000,1300000,0,-600000,,51300000,23900000,9200000,1300000,43900000,15000000,67800000,76500000,14700000,3750000000,376400000,144200000,144200000,,187700000,2963000000,165000000,,2555300000,248500000,2306800000,,,,188700000,231200000,2099900000,200600000,,152300000,57300000,55100000,1909500000,,1542000000,55100000,1486900000,1542000000,54200000,12500000,1650100000,,54200000,0,153473895,116400000,12600000,,10900000,-4600000,51300000,11900000,3600000,,43900000,-15900000,-53600000,,46600000,46600000,,37000000,37000000,,,0,,-46600000,,-2700000,,14700000.0,2017-11-01,0.36,0.36,0,0,45.09999847412109,6716.529785,2018-11-01,49.040000915527344,7434.060059,BKI,10.683050577732246,8.7361476157634,0
2017-06-30,189900000,248200000,58300000,142000000,66800000,4900000,,195400000,,-14000000,-13500000,500000,-12200000,-14500000,,50100000,17300000,9100000,12700000,29200000,9700000,66800000,67900000,8200000,3719200000,332600000,97300000,97300000,,174600000,2953900000,170700000,,2572100000,265300000,2306800000,,,,158000000,211100000,1793300000,187100000,,138400000,59400000,55000000,1606200000,,1554700000,55000000,1499700000,1554700000,47200000,2900000,856100000,46600000,86100000,,153500000,74500000,23200000,,4400000,31300000,50100000,14300000,12400000,,29200000,-14300000,-68400000,,46600000,46600000,,300000,300000,,,400000000,,-46600000,,-17400000,,8200000.0,2017-07-19,0.35,0.33,0.02,6.0606,42.0,6385.040039,2018-07-19,55.84999847412109,7825.299805,BKI,22.55678519168014,32.97618684314545,1
2017-03-31,181800000,241000000,59200000,145500000,58600000,5200000,,199500000,,-16700000,-16000000,700000,-400000,-2000000,,52800000,18200000,6000000,1100000,33900000,11600000,58600000,71700000,12200000,3731900000,322300000,105300000,105300000,,161600000,2970200000,177800000,,2589200000,282400000,2306800000,,,,160700000,203200000,1797400000,215100000,,133200000,82500000,73400000,1582300000,,1560300000,73400000,1486900000,1560300000,51300000,5600000,888400000,,77900000,,154700000,48900000,9400000,,-18400000,25700000,52800000,16200000,3900000,,33900000,-16200000,-59100000,,0,0,,38000000,38000000,,,0,,,,-26400000,,12200000.0,2017-05-03,0.3,0.3,0,0,40.45000076293945,6072.549805,2018-05-03,49.400001525878906,7088.149902,BKI,16.72444244366309,22.1260830510033,1
2020-12-31,45000000,1238000000,1193000000,,-153000000,514000000,,1391000000,5000000,-98000000,5000000,98000000,-59000000,496000000,,114000000,245000000,410000000,98000000,-165000000,-87000000,-153000000,457000000,-165000000,21874000000,12206000000,10562000000,11063000000,,376000000,9668000000,756000000,1153000000,3707000000,1812000000,1895000000,501000000,3759000000,501000000,277000000,917000000,16981000000,3425000000,735000000,,985000000,985000000,13556000000,366000000,12014000000,985000000,11029000000,12014000000,1382000000,111000000,4893000000,24128000000,23288000000,0,40947000,-577000000,270000000,,-673000000,-268000000,114000000,64000000,-337000000,,-165000000,-66000000,-4000000,0,4000000,4000000,,,,,,0,,-4000000,,-647000000,,-165000000.0,2021-02-24,-0.57,-4.2211,3.6511,86.4964,2443.5,13597.969727,2022-02-24,2295.0,13473.589844,BKNG,-0.9146945132039286,-6.077348066298338,0
2020-09-30,515000000,2640000000,2125000000,,315000000,879000000,,2325000000,5000000,-98000000,5000000,98000000,-121000000,618000000,,115000000,835000000,34000000,98000000,801000000,838000000,315000000,1048000000,801000000,22145000000,12583000000,11197000000,11197000000,,703000000,9562000000,744000000,,3703000000,1838000000,1865000000,,3672000000,0,-3145000000,875000000,17232000000,3968000000,1114000000,,,979000000,13264000000,401000000,10829000000,979000000,10829000000,10829000000,1388000000,107000000,4913000000,24123000000,23453000000,0,40935000,920000000,91000000,,-26000000,269000000,115000000,72000000,251000000,,801000000,-72000000,-61000000,-56000000,5000000,5000000,,,,,,0,,-5000000,,801000000,,801000000.0,2020-11-05,12.27,14.2389,-1.9689,-13.8276,1768.31005859375,11890.929688,2021-11-05,2618.969970703125,15971.589844,BKNG,34.317418932500196,48.10581198558938,1
2020-06-30,-283000000,630000000,913000000,,-484000000,315000000,,1114000000,12000000,-96000000,12000000,96000000,-58000000,789000000,,112000000,209000000,87000000,96000000,122000000,231000000,-484000000,417000000,122000000,20912000000,11453000000,10404000000,10404000000,,370000000,9459000000,736000000,,4277000000,1865000000,2412000000,,2946000000,0,483000000,923000000,16913000000,3909000000,581000000,,56000000,56000000,13004000000,417000000,10633000000,973000000,10633000000,10689000000,910000000,101000000,3999000000,24119000000,22652000000,0,40922000,122000000,49000000,17000000,-432000000,-738000000,112000000,70000000,-45000000,,122000000,1042000000,2874000000,56000000,13000000,13000000,,,,,,4108000000,,-13000000,,122000000,,122000000.0,2020-08-06,-10.81,-11.5803,0.7703,6.6518,1751.7900390625,11108.070313,2021-08-06,2182.97998046875,14835.759766,BKNG,33.55838906274664,24.614247814595892,0
2020-03-31,146000000,2288000000,2142000000,,-309000000,1052000000,,2597000000,32000000,-64000000,32000000,64000000,31000000,-349000000,,117000000,-722000000,-23000000,64000000,-699000000,-850000000,-309000000,-541000000,-699000000,17862000000,9260000000,6363000000,7189000000,,-245000000,8602000000,720000000,,4288000000,1897000000,2391000000,826000000,2056000000,826000000,1404000000,942000000,14027000000,4136000000,926000000,,,995000000,9891000000,438000000,7553000000,995000000,7553000000,7553000000,960000000,93000000,3831000000,24115000000,22530000000,0,41093000,-380000000,68000000,120000000,-1135000000,-315000000,117000000,80000000,-760000000,,-699000000,1733000000,-1281000000,0,1281000000,1281000000,,,,,,0,,-1281000000,,72000000,,-699000000.0,2020-05-07,3.77,5.1389,-1.3689,-26.638,1443.9100341796875,8979.660156,2021-05-07,2327.080078125,13752.240234,BKNG,53.14878286135443,61.16517116989619,1
2019-12-31,3339000000,3339000000,880000000,-1686000000,1172000000,201000000,79000000,2167000000,39000000,-62000000,39000000,62000000,-11758000000,310000000,,117000000,3588000000,249000000,62000000,3339000000,1245000000,1172000000,3767000000,3339000000,21402000000,9833000000,6312000000,7310000000,,1261000000,11569000000,738000000,927000000,4867000000,1954000000,2913000000,998000000,4477000000,998000000,364000000,867000000,15469000000,5366000000,1239000000,,161000000,988000000,10103000000,462000000,7640000000,988000000,7640000000,7640000000,1561000000,104000000,5933000000,22864000000,23232000000,0,41708000,1077000000,102000000,3000000,-314000000,-103000000,294000000,87000000,-119000000,,3339000000,96000000,-1344000000,0,1347000000,1347000000,,,,,,0,,-1347000000,,3339000000,,3339000000.0,2020-02-26,23.3,22.1239,1.1761,5.316,1678.199951171875,8980.780273,2021-02-25,2273.199951171875,13119.429688,BKNG,46.08340577535919,35.45465482730563,0
2019-09-30,4132000000,5040000000,908000000,566000000,2370000000,225000000,71000000,2670000000,44000000,-70000000,44000000,70000000,5040000000,63000000,,117000000,2363000000,413000000,70000000,1950000000,1915000000,2370000000,2550000000,1950000000,21446000000,10056000000,6466000000,7439000000,,1788000000,11390000000,706000000,,4870000000,1985000000,2885000000,973000000,4319000000,973000000,829000000,885000000,15495000000,5528000000,1275000000,,151000000,982000000,9967000000,466000000,7512000000,151000000,7512000000,7512000000,1567000000,94000000,5951000000,21523000000,22061000000,0,42389000,1851000000,207000000,-112000000,-719000000,-418000000,43000000,82000000,-81000000,,1950000000,765000000,-1389000000,-37000000,1349000000,1349000000,,,,,,0,,-1349000000,,1950000000,,1950000000.0,2019-11-07,45.36,44.4302,0.9298,2.0927,1849.9300537109373,8434.519531,2020-11-06,1783.75,11895.230469,BKNG,41.030326923550284,-3.577435459150513,0
2019-06-30,2932000000,3850000000,918000000,619000000,1247000000,180000000,70000000,2603000000,34000000,-68000000,34000000,68000000,3850000000,28000000,,119000000,1207000000,228000000,68000000,979000000,918000000,1247000000,1394000000,979000000,21494000000,10020000000,5256000000,6809000000,,1973000000,10835000000,716000000,,4956000000,2041000000,2915000000,1553000000,4618000000,1553000000,1238000000,545000000,16187000000,6349000000,1291000000,,37000000,37000000,7776000000,495000000,7686000000,975000000,7686000000,7723000000,2343000000,90000000,5307000000,20173000000,20111000000,0,43251000,1787000000,33000000,125000000,952000000,414000000,44000000,88000000,499000000,,979000000,4080000000,-2939000000,-213000000,2718000000,2718000000,,,,,,0,,-2718000000,,979000000,,979000000.0,2019-08-07,23.59,22.8094,0.7806,3.4223,1821.56005859375,7862.830078,2020-08-06,1751.7900390625,11108.070313,BKNG,41.273182846467726,-3.8302343753141344,0
2019-03-31,2029000000,2837000000,808000000,501000000,556000000,191000000,65000000,2281000000,35000000,-66000000,412000000,66000000,2837000000,478000000,,116000000,968000000,203000000,66000000,765000000,912000000,556000000,1150000000,765000000,22366000000,7077000000,2334000000,4315000000,,1491000000,14654000000,695000000,,4985000000,2078000000,2907000000,1981000000,8445000000,1981000000,1271000000,529000000,15451000000,5576000000,934000000,,,968000000,7708000000,488000000,7619000000,968000000,7619000000,7619000000,1797000000,89000000,6915000000,17567000000,19132000000,0,45007000,150000000,68000000,204000000,561000000,693000000,59000000,111000000,24000000,,765000000,2109000000,-2548000000,225000000,2773000000,2773000000,,,,,,0,,-2773000000,,-289000000,,765000000.0,2019-05-09,11.17,11.265,-0.095,-0.8433,1736.030029296875,7910.589844,2020-05-08,1430.8299560546875,9121.320313,BKNG,15.305185743112592,-17.58034527581296,0
2018-12-31,3213000000,3213000000,792611000,242000000,1143000000,194880000,55867000,2070000000,46000000,-65758000,242000,66000000,-11314385000,-445257000,65948000,109000000,3199000000,-14000000,65758000,3213000000,585000000,1143000000,3374000000,3213000000,22687000000,8407000000,2624000000,6284000000,,1523000000,14280000000,656000000,693000000,5035000000,2125000000,2910000000,3660000000,8408000000,3660000000,600000000,181000000,13902000000,3555000000,1134000000,,,25000000,8811000000,,8649000000,,8649000000,8674000000,1022000000,162000000,8785000000,14711000000,18367000000,0,46123000,1084000000,63944000,-36500000,-370000000,-130736000,68949000,85989000,-131071000,,3213000000,409000000,-1839000000,21088000,1861000000,1860696000,,,,,,0,,-1860325000,,3213000000,,3213000000.0,2019-02-27,22.49,19.5049,2.9851,15.3044,1906.0,7554.509766,2020-02-27,1659.8499755859375,8566.480469,BKNG,13.395584019951867,-12.914481868523742,0
2018-09-30,4021486000,4849000000,827604000,,2247000000,183228000,57742000,2602000000,48000000,-68170000,-170000,68000000,4849090000,62427000,64625000,107000000,2240578000,473000000,68170000,1767578000,1610000000,2247000000,2415578000,1767578000,24370476000,9467847000,2973096000,7131172000,,1719059000,14902629000,642861000,,4962404000,2117275000,2845129000,4158076000,9114218000,4158076000,617616000,183146000,14418666000,3930224000,1174599000,176800000,,3900000,8852600000,,8703901000,,8703901000,8707801000,1101255000,148699000,9952000000,12879305000,17720656000,489000,47268000,1964000000,54394000,-101800000,-324000000,-315217000,43000000,120976000,58269000,,1767578000,43000000,-2204000000,879000,2205000000,2205024000,,,,,,0,,-2204724000,,1758678000,,1767578000.0,2018-11-05,37.78,38.1266,-0.3466,-0.9091,1871.1199951171875,7328.850098,2019-11-05,2025.4300537109373,8434.679688,BKNG,15.088718901506448,8.246935471612304,0
2018-06-30,2749425000,3537000000,787669000,,1221000000,158753000,58950000,2316000000,46000000,-64837000,163000,65000000,3537094000,52493000,60887000,107000000,1209372000,232000000,64837000,977372000,844000000,1221000000,1381372000,977372000,25296253000,10033374000,3186665000,7332418000,,1715055000,15262879000,613462000,,5013162000,2162766000,2850396000,4145753000,9444908000,4145753000,985901000,191347000,14777978000,5222484000,1053509000,293000000,,3000000,7908231000,,7764580000,948190000,7764580000,7767580000,1802182000,143651000,10473000000,10630361000,15953078000,489000,48055000,1650000000,26387000,95100000,697000000,160994000,45700000,103048000,295768000,,977372000,127000000,-1183000000,3033000,1187000000,1186339000,,,,,,0,,-1186171000,,977372000,,977372000.0,2018-08-09,20.67,17.3637,3.3063,19.0414,1942.3900146484373,7891.779785,2019-08-09,1917.68994140625,7959.140137,BKNG,0.8535508318165741,-1.2716330425873723,0
